timestamp,run_label,seed,num_envs,max_iterations,reward_profile,action_penalty,notes,checkpoint,checkpoint_iteration,success_rate,pregrasp_success_rate,stage2_alignment_ready_rate,stage3_insertion_ready_rate,stage3_touch_ready_rate,mean_pregrasp_distance,mean_touch_error,mean_distance,mean_alignment,mean_pregrasp_alignment,mean_insertion_alignment,mean_target_contact_penalty,mean_insertion_progress,min_distance,mean_reward,checkpoint_path,reward_plot,success_plot,distance_plot,episode_length_plot
2026-05-12T14:37:24,baseline_seed42_128env_1000iter,42,128,1000,baseline,0.01,teacher baseline; TensorBoard live; selector uses mean_distance when success_rate is below 0.01,model_950.pt,950,0.000732421875,,,,,,,0.06572656333446503,,,,,,0.04596196860074997,513.0208129882812,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-12_14-30-05/model_950.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-12T15:06:05,pregrasp_axis_seed42_128env_1000iter,42,128,1000,pregrasp_virtual_tip_axis_fixed,0.01,best by mean_pregrasp_distance; success threshold still strict,model_600.pt,600,0.0,,,,,0.07334186881780624,,0.057530056685209274,0.45674532651901245,,,,,0.006959901656955481,1114.442138671875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-12_14-59-00/model_600.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-12T15:47:04,folded_topdown_seed42_128env_1000iter,42,128,1000,folded_topdown_pregrasp,0.01,best selected by balanced pregrasp distance and alignment; top-down folded home baseline,model_999.pt,999,0.000732421875,,,,,0.07545068114995956,,0.09776797145605087,0.7838757038116455,,,,,0.042414985597133636,1012.410888671875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-12_15-39-39/model_999.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T15:15:58,gripper_mount_seed42_128env_1000iter,42,128,1000,5axis_gripper_mount_touch,0.01,Arm-like gripper mount; random-target timed reach demo baseline.,model_300.pt,300,0.00048828125,,,,,0.08708763867616653,,0.09112615883350372,0.20524856448173523,,,,,0.024442337453365326,946.7175903320312,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_15-09-29/model_300.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T15:46:18,20260514_153925_45deg_pregrasp_seed42_128env_1000iter_g6627543,42,128,1000,45deg_pregrasp_two_stage,0.012,45-degree deterministic blue pregrasp waypoint; reward improved but success/pregrasp success stayed zero; alignment learned negative direction.,model_550.pt,550,0.0,,,,,0.14639148116111755,,0.19944557547569275,-0.8582726716995239,,,,,0.10350717604160309,358.35980224609375,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_15-39-36/model_550.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T16:06:58,20260514_155506_base_to_blue_visual_16env_300iter,42,16,300,base_to_blue_alignment_visual_check,0.012,"Direction fixed: alignment became positive, but distance/pregrasp success remained poor; useful classroom reward-shaping failure case.",model_299.pt,299,0.0,,,,,0.3154694437980652,,0.33829283714294434,0.8672504425048828,,,,,0.2811233699321747,295.7084045410156,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_15-55-06/model_299.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T17:21:39,20260514_171509_short_gripper_staged_visual_16env_300iter,42,16,300,short_gripper_pregrasp_first_staged,0.012,"Short gripper improved pregrasp distance and produced occasional pregrasp success, but insertion_alignment stayed negative; suggests alignment should come before pregrasp contact.",model_200.pt,200,0.0,,,,,0.13120007514953613,,0.11740054935216904,0.6706182956695557,0.7407506108283997,-0.5937567949295044,0.0004901349893771112,0.9168220162391663,0.056538913398981094,500.38189697265625,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_17-15-09/model_200.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T17:30:02,20260514_172350_alignment_first_visual_16env_300iter,42,16,300,short_gripper_alignment_first_staged,0.012,"Swapped stage order: insertion alignment first, then pregrasp. Insertion alignment became strongly positive and stage2 readiness appeared; stage3/final success remains sparse.",model_200.pt,200,0.0,,,,,0.15324579179286957,,0.15140493214130402,0.9693752527236938,0.29274290800094604,0.9693752527236938,0.0,0.8634967803955078,0.09993132948875427,1607.2362060546875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_17-23-50/model_200.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T17:44:01,20260514_173715_stage3_softened_visual_16env_300iter,42,16,300,short_gripper_alignment_first_stage3_softened,0.012,Teacher/Codex separated decision log added. Stage3 gate and classroom success band softened after alignment-first improved insertion direction; best checkpoint favors stage3 readiness with low contact penalty.,model_50.pt,50,0.0,0.236328125,0.97265625,0.03125,,0.15286558866500854,,0.14324891567230225,0.8894004821777344,-0.2629144787788391,0.8894004821777344,7.344795449171215e-06,0.7120041847229004,0.06525388360023499,1054.6904296875,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_17-37-15/model_50.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
2026-05-14T17:53:51,20260514_174710_stage3_softened_128env_1000iter,42,128,1000,short_gripper_alignment_first_stage3_softened,0.012,"Full baseline after stage3 softening. Stage3 readiness became high and contact penalty stayed zero at selected checkpoint; final success remains sparse, so next bottleneck is touch-depth precision.",model_650.pt,650,0.0,0.85986328125,0.9150390625,0.688720703125,,0.05889850854873657,,0.11983174830675125,0.8350418210029602,-0.28019970655441284,0.8350418210029602,0.0,0.10017190873622894,0.08338484168052673,3398.302490234375,/home/spark-robotics/work/isaac/src/IsaacLab/logs/rsl_rl/mt4_simplified_reach_direct/2026-05-14_17-47-10/model_650.pt,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_reward_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_success_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_distance_curve.png,/home/spark-robotics/work/robotarm/mt4_isaac_lab_task/logs/plots/mt4_episode_length_curve.png
